Nitrogen_Kjeldahl,TotalSuspendedSolids,Nitrate,Conductivity,DissolvedOxygen,pH,TotalNitrogen,Nitrite,Chloride,10mLandCover_AgriculturalExtraction,CensusYear,Total Rain (mm) 0day Total,Total Rain (mm) -7day Total,Total Rain (mm) -56day Total,Total Rain (mm) -3day Total,Total Rain (mm) -28day Total,Total Rain (mm) -1day Total,Total Rain (mm) -14day Total,Month,Phosphorus
0.63,6.4,0.327,2430.0,13.52,8.04,0.962,0.005,662.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.6040494999999928
0.44,3.6,0.127,1712.0,14.88,8.23,0.582,0.015,403.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5452819999999943
0.51,3.6,0.647,2349.0,15.16,8.32,1.181,0.024,617.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5479514999999936
0.36,2.4,0.367,632.0,9.74,8.13,0.737,0.01,54.6,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.279732799999999
0.42,4.9,0.328,589.0,9.7,8.16,0.757,0.009,52.3,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5845529999999917
0.58,34.0,0.121,1042.0,9.32,8.02,0.712,0.011,164.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6789689999999924
0.37,8.0,0.18,914.0,10.14,8.04,0.552,0.002,125.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.636021999999994
0.26,4.2,0.12,550.0,10.74,8.07,0.39,0.01,18.5,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5594424999999931
0.96,20.4,0.045,879.0,10.56,8.22,1.008,0.003,150.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6857799999999926
0.54,1.7,0.01,1308.0,13.97,8.4,0.556,0.006,378.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.22309005
0.8,13.4,0.227,1207.0,10.78,8.11,1.037,0.01,232.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6654199999999941
0.52,5.3,0.126,1231.0,11.22,8.33,0.657,0.011,239.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5897194999999926
0.59,8.3,0.269,770.0,10.48,8.26,0.869,0.01,110.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6635394999999941
0.31,6.2,0.151,508.0,11.18,8.25,0.464,0.003,24.2,342887,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.593455999999993
0.42,5.7,0.71,1807.0,11.18,8.09,1.148,0.018,405.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5989629999999933
0.72,19.7,0.142,1087.0,10.94,7.93,0.882,0.02,190.0,171066,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6795519999999923
0.5,2.4,0.566,755.0,10.27,8.05,1.078,0.012,94.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.289576599999999
0.45,4.5,0.436,692.0,9.86,7.98,0.896,0.01,57.4,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5647044999999927
0.48,4.9,0.238,988.0,12.49,8.41,0.735,0.017,170.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5877204999999918
3.5,12.3,1.26,1180.0,7.67,7.26,4.91,0.15,303.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.8959820000000067
0.72,7.2,1.56,2552.0,17.51,8.1,2.38,0.1,527.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6473224999999958
0.57,5.4,0.477,2172.0,8.78,7.8,1.069,0.022,524.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5867684999999919
0.5,4.7,0.226,2437.0,11.57,8.13,0.74,0.014,606.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5824554999999927
0.64,3.7,0.388,2987.0,12.55,8.27,1.051,0.023,768.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5614589999999936
0.73,20.9,0.751,1502.0,8.83,7.8,1.542,0.061,287.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6841034999999945
0.37,3.6,0.225,569.0,10.72,8.15,0.602,0.007,52.2,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.5454774999999941
0.34,5.0,0.221,559.0,11.26,8.28,0.568,0.007,51.6,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.5832574999999921
0.59,23.2,0.012,862.0,13.42,8.41,0.609,0.007,133.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6787054999999924
0.5,2.3,0.014,1326.0,15.42,8.5,0.52,0.006,296.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.2868107999999986
0.23,5.0,0.063,518.0,11.77,8.03,0.304,0.011,14.5,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.5860149999999916
0.88,18.8,0.018,592.0,11.2,8.3,0.901,0.003,179.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6781634999999935
0.48,3.4,0.26,834.0,11.24,8.06,0.745,0.005,128.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.5182354999999955
0.74,37.2,0.236,828.0,10.96,8.04,0.99,0.014,139.0,171066,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6797359999999921
0.45,8.1,0.034,968.0,13.67,8.67,0.496,0.012,187.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.657646499999994
0.67,7.0,0.422,979.0,11.17,8.23,1.119,0.027,192.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6429174999999937
0.21,7.2,0.106,487.0,12.22,8.35,0.319,0.003,23.8,342887,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6396779999999939
0.5,8.8,0.516,730.0,10.67,8.04,1.021,0.005,89.9,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6582914999999937
0.46,6.4,0.154,704.0,12.01,8.42,0.617,0.003,111.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6021679999999933
0.4,7.6,0.008,758.0,11.32,8.46,0.409,0.001,131.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6369419999999937
0.4,5.0,0.336,668.0,10.69,8.02,0.742,0.006,53.7,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.5835249999999916
0.34,2.9,0.558,1186.0,12.33,8.23,0.91,0.012,233.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.41501799999999756
0.66,6.3,0.441,2361.0,12.06,8.32,1.119,0.018,602.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6094939999999931
0.71,5.0,1.36,1752.0,13.72,8.2,2.158,0.088,413.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.5870149999999944
0.47,13.8,0.074,1888.0,12.14,8.33,0.554,0.01,445.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.657629499999994
0.46,12.7,0.646,1094.0,10.15,7.88,1.131,0.025,185.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6640059999999942
0.53,4.4,0.055,779.0,13.65,8.67,0.599,0.014,177.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.5667969999999932
0.49,12.0,0.493,1204.0,9.5,7.72,0.996,0.013,364.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6582254999999938
3.6,17.1,0.982,1242.0,10.67,7.92,4.827,0.245,243.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.9140435000000059
0.91,18.8,0.527,509.0,8.59,7.97,1.485,0.048,88.2,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6817394999999958
0.46,6.9,0.294,547.0,8.78,7.99,0.776,0.022,51.7,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6370389999999934
0.23,7.2,0.155,511.0,10.35,8.04,0.395,0.01,12.6,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6359514999999938
0.48,28.7,0.063,734.0,9.3,8.07,0.546,0.003,91.9,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6732854999999921
1.77,15.6,0.027,1184.0,12.74,8.48,1.803,0.006,258.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6981119999999991
0.44,7.6,0.258,563.0,8.75,8.07,0.706,0.008,51.6,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6396639999999936
0.72,40.7,0.207,841.0,8.38,8.0,0.946,0.019,144.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6803569999999926
0.45,2.2,0.527,747.0,10.77,8.13,0.985,0.008,79.5,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.24474699999999971
0.65,15.5,0.111,963.0,11.61,7.96,0.767,0.006,175.0,171066,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6656504999999936
0.54,10.5,0.205,825.0,12.32,8.6,0.762,0.017,154.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6626469999999941
0.49,2.9,0.812,798.0,10.16,8.06,1.332,0.03,136.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.41470899999999755
0.47,5.2,0.084,653.0,12.18,8.48,0.557,0.003,103.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.583931999999992
0.44,9.0,0.018,630.0,10.77,8.47,0.459,0.001,98.5,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6578089999999939
0.24,9.2,0.138,451.0,11.39,7.99,0.382,0.004,17.9,342887,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6562189999999938
0.92,15.3,0.304,783.0,11.75,8.35,1.245,0.021,148.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.678929499999995
2.3,442.0,0.865,323.0,8.74,7.86,3.243,0.078,45.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.8620005000000036
1.35,167.0,0.819,530.0,9.73,7.75,2.199,0.03,77.7,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6950154999999962
2.55,479.0,0.748,471.0,10.46,7.86,3.389,0.091,80.8,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.9078280000000042
0.99,159.0,0.779,500.0,10.4,7.83,1.832,0.063,97.5,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6846849999999955
1.33,77.9,0.775,517.0,9.88,7.86,2.175,0.07,94.1,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6911594999999966
1.88,143.0,0.902,467.0,10.26,7.9,2.869,0.087,87.2,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.7233849999999994
1.45,197.0,0.627,503.0,8.42,7.82,2.113,0.036,100.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.6977504999999969
0.32,5.0,0.045,744.0,11.84,7.93,0.366,0.001,118.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.5813554999999916
0.78,10.8,0.312,653.0,13.39,8.22,1.111,0.019,96.9,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.6697349999999945
0.46,1.6,0.027,1201.0,14.13,8.29,0.49,0.003,240.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.1799762499999997
0.36,3.5,0.426,590.0,11.79,8.04,0.793,0.007,50.1,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.5152854999999957
0.16,2.5,0.17,517.0,12.68,7.98,0.343,0.013,13.7,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.29608599999999824
0.34,2.1,0.387,583.0,12.71,8.2,0.74,0.013,52.1,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.2356627999999997
0.48,16.6,0.171,890.0,11.91,8.08,0.66,0.009,115.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.6686419999999939
0.65,11.1,0.092,1007.0,12.65,8.05,0.75,0.008,194.0,171066,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.6621569999999938
0.36,2.1,0.053,610.0,12.56,8.42,0.414,0.001,79.2,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.2363085999999994
0.33,5.1,0.374,682.0,12.17,7.93,0.709,0.005,54.9,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.5836609999999919
0.17,5.4,0.08,466.0,13.19,8.36,0.251,0.001,19.4,342887,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.5894619999999922
0.43,2.0,0.514,706.0,13.33,8.11,0.945,0.001,84.3,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.2434611999999997
0.27,1.6,0.722,1665.0,12.6,8.07,1.001,0.009,356.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.15203695000000006
0.52,3.9,0.216,852.0,13.98,8.3,0.743,0.007,136.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.5611479999999934
0.38,3.1,0.02,849.0,12.94,8.4,0.404,0.004,132.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.4240974999999965
0.33,3.2,0.007,621.0,11.1,8.41,0.338,0.001,83.9,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.5002494999999957
0.42,20.7,0.119,856.0,12.89,8.42,0.555,0.016,140.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.6735399999999925
0.4,4.8,0.119,1778.0,12.61,8.37,0.53,0.011,410.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.5765939999999927
1.8,27.8,1.35,1233.0,12.63,8.01,3.26,0.11,227.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.7773894999999985
0.48,9.0,1.36,1601.0,17.83,8.2,1.904,0.064,370.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.6688719999999958
0.47,10.4,0.57,1296.0,10.77,7.89,1.045,0.005,282.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.6582354999999936
0.55,2.7,0.248,2264.0,14.76,8.51,0.812,0.014,581.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.34307489999999735
0.31,5.4,0.73,1030.0,11.5,7.95,1.045,0.005,190.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.585822499999992
0.39,8.2,0.086,732.0,14.52,8.12,0.482,0.006,96.2,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.657179499999994
0.32,3.0,0.177,549.0,13.04,8.1,0.503,0.006,52.7,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.4242061999999971
0.92,2.4,0.458,1050.0,15.08,8.1,1.383,0.005,212.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.3223754999999985
0.68,26.2,0.341,578.0,13.96,8.09,1.044,0.023,76.8,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.6787459999999923
0.24,6.2,0.066,548.0,13.87,7.99,0.316,0.01,21.5,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.5987954999999927
0.42,9.2,0.241,755.0,13.68,7.95,0.667,0.006,98.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.659520499999994
0.33,3.6,0.08,608.0,13.62,8.02,0.414,0.004,53.6,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.5406994999999942
0.27,5.8,0.267,522.0,14.76,8.13,0.545,0.008,27.4,342887,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.5913199999999931
0.44,2.7,0.549,691.0,14.28,8.32,0.997,0.008,81.9,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.3360928999999984
0.43,1.8,0.757,575.0,14.87,8.25,1.189,0.002,78.9,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.24416940000000006
0.46,1.4,1.1,1488.0,14.21,8.05,1.577,0.017,315.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.18699564999999943
0.44,1.4,0.136,711.0,14.35,8.05,0.579,0.003,87.7,171066,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.17314109999999935
0.54,4.0,0.64,809.0,14.67,8.18,1.196,0.016,119.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.5677799999999933
0.41,3.6,0.14,824.0,14.76,8.35,0.557,0.007,133.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.5428659999999941
0.52,2.4,0.704,727.0,13.77,8.05,1.232,0.008,79.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.292233599999999
0.07,2.5,0.703,1217.0,14.67,7.98,0.784,0.011,247.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.3008444999999991
0.63,2.2,1.36,1527.0,17.63,8.14,2.065,0.075,323.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.2688591000000004
0.63,2.9,0.745,1956.0,15.93,8.25,1.385,0.01,142.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.4183959999999974
1.24,3.1,1.62,1196.0,14.97,8.05,2.963,0.103,239.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.5167714999999972
0.38,6.7,0.099,849.0,17.84,8.49,0.49,0.011,144.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.6345289999999938
0.51,1.1,0.08,1131.0,15.96,8.17,0.598,0.008,306.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.1863418
0.44,2.9,0.854,1019.0,14.74,7.84,1.324,0.03,164.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.4131439999999977
0.22,9.2,0.327,601.0,14.0,7.82,0.552,0.005,48.7,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.6542184999999939
0.24,5.1,0.945,689.0,14.55,7.94,1.199,0.014,101.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.5879044999999923
0.27,11.2,0.406,590.0,14.61,7.88,0.689,0.013,33.2,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.6577149999999942
0.26,39.2,0.478,675.0,14.59,7.92,0.75,0.012,73.6,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.6725214999999927
0.76,24.4,0.115,731.0,14.87,7.9,0.892,0.017,97.7,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.6800259999999927
0.62,45.1,0.238,820.0,14.63,7.95,0.868,0.01,110.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.6799564999999925
0.26,5.3,0.113,618.0,14.44,7.87,0.376,0.003,52.6,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.5836724999999919
0.46,6.6,0.863,776.0,16.18,8.26,1.339,0.016,87.5,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.6414974999999945
0.31,2.6,0.599,753.0,15.61,8.14,0.937,0.028,72.6,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.317199399999999
0.04,3.2,0.223,554.0,16.41,8.1,0.282,0.019,29.8,342887,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.5019809999999957
0.52,3.2,0.976,793.0,16.73,8.19,1.511,0.015,84.2,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.5065149999999956
0.24,8.1,0.49,785.0,17.82,8.33,0.743,0.013,111.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.6561489999999941
0.61,14.6,0.652,772.0,16.31,8.17,1.282,0.02,106.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.6675064999999948
0.56,15.2,0.23,803.0,16.03,7.96,0.812,0.022,91.0,171066,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.6645484999999935
0.32,2.0,0.967,781.0,15.2,7.93,1.297,0.01,65.7,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.23706589999999983
0.34,1.5,0.642,939.0,16.17,7.97,1.013,0.031,166.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.16584414999999952
0.33,16.0,0.936,832.0,14.92,7.94,1.312,0.046,144.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.6734409999999948
0.42,2.2,0.607,983.0,13.96,7.75,1.069,0.042,148.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.2448425
0.22,9.2,0.397,801.0,16.33,8.19,0.629,0.012,110.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.6573314999999942
0.19,1.8,0.45,1016.0,13.37,8.03,0.653,0.013,186.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.2277469999999995
0.42,2.8,0.511,1019.0,14.08,7.93,0.948,0.017,185.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.39639649999999677
0.58,3.6,1.21,1344.0,16.86,8.03,1.859,0.069,271.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.5394254999999957
0.45,4.2,0.393,902.0,17.76,7.85,0.845,0.002,105.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.5639129999999932
0.34,4.3,0.353,694.0,18.21,7.9,0.698,0.005,66.2,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.5628309999999933
0.28,2.2,0.581,641.0,17.26,7.97,0.864,0.003,54.6,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.23473529999999979
0.37,3.5,0.294,886.0,18.63,8.07,0.666,0.002,101.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.515374999999996
0.4,6.3,0.992,1342.0,19.03,8.0,1.397,0.005,63.4,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6049719999999938
0.68,15.2,0.381,875.0,18.42,7.99,1.071,0.01,109.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6639609999999938
0.26,4.0,0.338,580.0,17.19,7.85,0.604,0.006,25.8,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.5609424999999935
0.18,2.6,0.299,578.0,20.58,8.09,0.48,0.001,30.6,342887,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.3086914999999988
0.35,11.4,0.913,774.0,19.86,8.2,1.266,0.003,80.6,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6654059999999948
0.37,17.6,1.05,784.0,20.83,8.19,1.423,0.003,76.7,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.672103999999995
0.23,3.0,1.05,1798.0,19.91,8.03,1.289,0.009,381.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.4261164999999972
0.37,1.8,0.866,775.0,20.04,8.07,1.24,0.004,72.1,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.23745159999999993
0.37,10.4,0.868,723.0,22.18,8.23,1.244,0.006,143.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6649884999999949
0.46,7.6,1.24,859.0,19.74,8.11,1.706,0.006,85.5,171066,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6433019999999955
0.36,22.7,0.753,1018.0,20.19,8.17,1.12,0.007,140.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.6791234999999932
0.36,0.5,1.14,733.0,18.7,7.93,1.507,0.007,60.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.17865585000000087
0.3,5.4,0.509,921.0,20.07,8.16,0.817,0.008,125.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.5845559999999921
0.35,0.6,0.829,2192.0,20.35,8.18,1.215,0.036,496.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.17513385000000026
0.31,1.2,0.643,1128.0,17.35,7.83,0.968,0.015,171.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.15855639999999993
4.3,1.7,1.19,1363.0,18.11,7.96,5.562,0.072,245.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.41520749999999224
0.34,1.7,0.414,1672.0,18.76,8.01,0.765,0.011,338.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.17068724999999976
0.31,2.2,0.826,1658.0,17.48,7.88,1.143,0.007,344.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.23691819999999997
0.54,1.7,1.38,1654.0,22.26,8.14,1.963,0.043,345.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.23633074999999945
0.36,4.2,0.48,736.0,16.27,7.82,0.845,0.005,74.2,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.561728999999993
0.44,8.1,0.74,973.0,15.64,7.86,1.187,0.007,136.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.6644949999999944
0.61,19.4,0.906,1053.0,16.9,7.9,1.528,0.012,171.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.6756164999999948
0.62,18.3,1.6,1480.0,15.72,7.78,2.245,0.025,333.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.6804884999999956
0.43,4.2,0.526,676.0,17.12,7.89,0.959,0.003,62.6,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.5623989999999929
0.82,22.2,0.794,824.0,17.43,7.91,1.625,0.011,103.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.6824494999999952
0.29,1.6,0.685,632.0,16.79,7.95,0.977,0.002,52.1,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.15679249999999995
0.36,2.6,1.61,791.0,18.09,7.8,1.976,0.006,69.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.32790039999999887
0.37,3.4,1.02,862.0,19.34,7.86,1.395,0.005,101.0,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.5140874999999953
0.26,9.8,0.451,604.0,19.77,8.02,0.713,0.002,41.0,342887,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.6569339999999939
0.5,7.2,1.43,863.0,19.36,7.96,1.938,0.008,91.9,171066,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.6464034999999954
