,latitude,longitude,pH,Month,Year,CensusYear,Total Rain (mm) 0day Total,Total Rain (mm) -3day Total,Total Rain (mm) -1day Total,TotalNitrogen,Nitrogen_Kjeldahl,TotalPhosphorus
857,43.907755641700824,-79.07291785615752,8.31,10,2017,2016,10.8,10.8,10.8,1.2109999999999999,0.57,0.0181
861,43.961447014099996,-79.1256539813,8.38,10,2005,2006,0.0,0.0,0.0,0.217,0.21,0.01
863,43.903646124282595,-79.02242423756033,8.18,1,2018,2016,10.6,11.0,11.0,1.461,0.53,0.0337
865,43.839189888999904,-79.03983860619991,8.41,3,2015,2016,0.0,7.2,0.0,1.0,0.4,0.096
866,43.87148426502804,-79.06518285587957,8.17,8,2019,2016,0.0,10.0,7.8,0.69,0.43,0.05
867,43.9462080141,-78.9036611061,8.23,4,2007,2006,0.0,8.9,0.0,1.229,0.25,0.01
869,43.894292013999994,-78.6750209809,8.38,11,2008,2006,2.8,16.3,16.3,1.6869999999999998,0.56,0.066
870,43.839189888999904,-79.03983860619991,8.34,11,2012,2011,0.0,0.0,0.0,0.7759999999999999,0.27,0.002
871,43.911565263999904,-78.78870535599991,8.4,4,2011,2011,13.0,27.3,27.3,1.111,0.54,0.044
872,43.907755641700824,-79.07291785615752,7.07,8,2017,2016,0.0,0.2,0.0,0.951,0.38,0.0194
873,43.839189888999904,-79.03983860619991,8.29,5,2013,2011,0.2,2.6,2.6,0.857,0.48,0.094
875,43.803681746598656,-79.11029851493568,8.38,12,2016,2016,0.0,0.0,0.0,1.605,0.56,0.0211
876,43.87148426502804,-79.06518285587957,7.99,2,2018,2016,10.0,19.4,19.4,1.624,1.02,0.171
877,43.9336066389999,-78.9618889811,8.22,11,2005,2006,0.0,28.4,19.0,3.663,0.63,0.047
879,43.9462080141,-78.9036611061,7.59,8,2014,2016,0.0,0.0,0.0,0.85,0.26,0.011
880,43.894292013999994,-78.6750209809,8.36,7,2009,2011,0.0,2.1,2.1,0.7959999999999999,0.22,0.014
882,43.9462080141,-78.9036611061,8.4,8,2013,2011,0.0,0.0,0.0,0.86,0.21,0.011
885,43.961447014099996,-79.1256539813,8.28,4,2014,2016,4.8,4.8,4.8,0.64,0.36,0.013
888,43.8665555139999,-78.83083585599991,8.3,8,2013,2011,0.0,0.0,0.0,1.02,0.35,0.016
890,43.87148426502804,-79.06518285587957,8.56,9,2015,2016,0.0,4.8,0.6,0.42100000000000004,0.2,0.0237
892,43.907755641700824,-79.07291785615752,8.17,5,2018,2016,32.2,32.2,32.2,0.8759999999999999,0.35,0.0139
894,43.866872015284024,-79.08601360640442,8.83,9,2017,2016,0.8,0.8,0.8,0.266,0.2,0.01
897,43.961447014099996,-79.1256539813,8.42,9,2010,2011,1.0,1.0,1.0,0.272,0.2,0.011
899,43.826445953885724,-79.0888364051583,8.35,8,2018,2016,30.0,30.0,30.0,2.344,1.96,0.391
900,43.866872015284024,-79.08601360640442,8.27,1,2018,2016,14.5,15.0,15.0,0.961,0.53,0.0396
904,43.88073326399999,-78.821483231,8.31,6,2014,2016,3.8,4.6,3.8,1.84,0.64,0.055
906,43.839189888999904,-79.03983860619991,8.48,9,2005,2006,0.0,0.0,0.0,0.6890000000000001,0.37,0.02
907,43.88073326399999,-78.821483231,7.91,5,2013,2011,2.4,2.4,2.4,2.18,1.32,0.12
915,43.961447013814315,-79.12565398133975,8.82,12,2017,2016,4.0,4.0,4.0,0.3,0.47,0.019925
917,43.8566716389999,-78.96067785609999,8.33,8,2011,2011,0.0,15.6,15.4,0.996,0.42,0.043
921,43.9462080141,-78.9036611061,8.43,8,2010,2011,0.0,16.2,12.6,0.988,0.24,0.01
922,43.85091976432907,-79.07581985566414,8.42,11,2017,2016,0.0,15.3,0.4,1.781,1.06,0.0285
924,43.86966251719599,-79.07429473168425,8.47,8,2018,2016,0.0,4.0,0.0,1.261,1.16,0.0625
925,43.839189888999904,-79.03983860619991,8.43,9,2004,2006,0.0,22.4,0.0,0.966,0.44,0.037000000000000005
927,43.9698207641,-78.7474947309,8.31,9,2009,2011,0.0,0.0,0.0,0.738,0.14,0.01
928,43.88073326399999,-78.821483231,8.2,6,2006,2006,1.0,18.8,2.8,1.835,0.6,0.047
931,43.866872015284024,-79.08601360640442,8.73,8,2018,2016,0.0,4.0,0.0,0.494,0.44,0.025
932,43.95051113741628,-79.0852601060121,8.4,4,2017,2016,0.0,0.0,0.0,0.471,0.24,0.0279
939,43.9336066389999,-78.9618889811,8.28,11,2007,2006,0.0,3.0,3.0,1.3369999999999995,0.38,0.008
940,43.85091976432907,-79.07581985566414,7.98,3,2015,2016,0.0,7.2,0.0,1.594,0.75,0.061
941,43.88073326399999,-78.821483231,8.17,5,2015,2016,0.0,11.8,0.0,1.28,0.46,0.016
945,43.839189888999904,-79.03983860619991,8.44,2,2011,2011,0.0,0.0,0.0,1.3329999999999995,0.37,0.025
946,43.961447014099996,-79.1256539813,8.51,7,2007,2006,0.0,0.0,0.0,0.265,0.24,0.015
947,43.911565263999904,-78.78870535599991,8.24,10,2013,2011,6.2,16.8,6.2,1.0,0.58,0.029
949,43.8665555139999,-78.83083585599991,8.35,5,2007,2006,0.0,0.0,0.0,1.286,0.38,0.012
950,43.9698207641,-78.7474947309,8.4,9,2007,2006,29.0,29.0,29.0,0.7040000000000001,0.12,0.013
952,43.9336066389999,-78.9618889811,8.36,5,2013,2011,2.4,2.4,2.4,1.102,0.7,0.063
957,43.87148426502804,-79.06518285587957,8.34,1,2016,2016,0.0,9.4,0.0,0.8610000000000001,0.31,0.01
958,43.9698207641,-78.7474947309,8.35,5,2009,2011,3.8,3.8,3.8,1.0539999999999998,0.27,0.019
959,43.9462080141,-78.9036611061,8.68,9,2011,2011,18.0,18.0,18.0,1.2419999999999998,0.35,0.026
961,43.803681746598656,-79.11029851493568,7.19,2,2019,2016,0.0,7.0,0.0,2.6790000000000003,1.55,0.0964
966,43.961447013814315,-79.12565398133975,8.3,1,2019,2016,0.0,0.0,0.0,0.7120000000000001,0.41,0.0527
968,43.911565263999904,-78.78870535599991,8.36,5,2007,2006,0.0,0.0,0.0,1.492,0.63,0.026
969,43.8665555139999,-78.83083585599991,8.33,8,2010,2011,0.0,16.2,12.6,1.125,0.35,0.017
970,43.961447014099996,-79.1256539813,8.39,6,2010,2011,0.2,23.4,23.4,0.46399999999999997,0.36,0.02
973,43.87148426502804,-79.06518285587957,8.74,9,2016,2016,0.0,5.9,0.5,1.1609999999999998,0.96,0.133
976,43.9336066389999,-78.9618889811,8.31,9,2004,2006,0.0,0.0,0.0,1.1,0.25,0.01
977,43.961447013814315,-79.12565398133975,7.92,3,2016,2016,12.6,12.6,12.6,4.191,3.25,0.627
979,43.86966251719599,-79.07429473168425,8.13,10,2019,2016,11.4,11.4,11.4,0.8460000000000001,0.78,0.0194
982,43.907755641700824,-79.07291785615752,8.35,3,2018,2016,0.0,0.0,0.0,1.386,0.49,0.0241
986,43.8952281389999,-78.67232773089991,8.27,6,2003,2001,0.0,16.4,0.4,3.29,0.52,0.036000000000000004
991,43.839189888999904,-79.03983860619991,8.44,10,2011,2011,2.4,19.4,16.599999999999998,1.477,0.78,0.149
992,43.9462080141,-78.9036611061,8.4,9,2007,2006,29.0,29.0,29.0,0.7829999999999999,0.15,0.008
994,43.961447014099996,-79.1256539813,8.29,8,2012,2011,0.0,0.0,0.0,0.272,0.23,0.006
997,43.839189888999904,-79.03983860619991,8.29,5,2004,2006,0.0,1.2,1.2,0.8420000000000001,0.45,0.022
999,43.9336066389999,-78.9618889811,8.51,4,2011,2011,13.0,27.3,27.3,1.113,0.39,0.021
1001,43.9698207641,-78.7474947309,8.31,8,2003,2001,0.0,2.2,0.0,0.955,0.41,0.032
1002,43.9462080141,-78.9036611061,8.36,7,2009,2011,0.0,2.1,2.1,1.007,0.23,0.009000000000000001
1003,43.86966251719599,-79.07429473168425,8.21,12,2019,2016,1.8,16.2,16.2,2.4170000000000003,2.06,0.261
1004,43.803681746598656,-79.11029851493568,8.34,11,2016,2016,0.0,2.4,0.0,0.8210000000000001,0.33,0.0188
1005,43.839189888999904,-79.03983860619991,8.35,6,2007,2006,0.0,7.4,0.0,0.938,0.49,0.042
1006,43.803681746598656,-79.11029851493568,8.48,12,2017,2016,0.0,4.0,4.0,1.5609999999999995,0.42,0.0145
1007,43.86966251719599,-79.07429473168425,8.11,8,2018,2016,4.0,17.8,17.8,0.72,0.64,0.08900000000000001
1010,43.9462080141,-78.9036611061,8.34,8,2004,2006,0.6,0.6,0.6,0.772,0.14,0.01
1013,43.95051113741628,-79.0852601060121,8.77,12,2017,2016,4.0,4.0,4.0,0.6809999999999999,0.34,0.011
1019,43.826445953885724,-79.0888364051583,8.04,4,2018,2016,5.8,5.8,5.8,3.102,0.72,0.0149
1021,43.8566716389999,-78.96067785609999,8.45,4,2014,2016,0.0,8.2,6.0,1.21,0.28,0.018000000000000002
1023,43.88073326399999,-78.821483231,8.16,5,2010,2011,1.0,9.3,1.0,1.703,0.72,0.023
1025,43.894292013999994,-78.6750209809,8.36,8,2012,2011,0.4,3.0,2.4,0.78,0.24,0.012
1027,43.903646124282595,-79.02242423756033,8.12,1,2017,2016,0.0,0.4,0.0,3.0610000000000004,0.44,0.0395
1028,43.87148426502804,-79.06518285587957,8.41,11,2015,2016,0.0,1.4,0.0,0.511,0.2,0.01
1029,43.87148426502804,-79.06518285587957,8.49,8,2019,2016,0.2,16.599999999999998,5.2,0.613,0.42,0.0227
1034,43.8566716389999,-78.96067785609999,8.27,6,2012,2011,0.0,26.8,6.4,1.49,0.71,0.073
1035,43.9698207641,-78.7474947309,8.18,11,2005,2006,0.0,39.1,19.1,2.528,0.65,0.062
1036,43.9462080141,-78.9036611061,8.41,5,2011,2011,24.6,29.200000000000006,24.6,1.162,0.3,0.011
1037,43.826445953885724,-79.0888364051583,8.12,2,2017,2016,2.4,2.4,2.4,1.891,0.75,0.0377
1039,43.8665555139999,-78.83083585599991,8.29,6,2008,2006,0.0,3.0,0.0,1.315,0.53,0.029
1040,43.9336066389999,-78.9618889811,7.75,8,2014,2016,0.0,0.0,0.0,0.66,0.29,0.022
1042,43.9462080141,-78.9036611061,8.35,9,2010,2011,0.0,10.8,0.0,1.064,0.33,0.021
1043,43.803681746598656,-79.11029851493568,8.16,7,2019,2016,0.8,48.8,0.8,1.529,0.68,0.0363
1044,43.86966251719599,-79.07429473168425,8.21,4,2018,2016,0.0,0.0,0.0,1.4309999999999998,0.6,0.0381
1049,43.87148426502804,-79.06518285587957,8.73,12,2017,2016,4.0,4.0,4.0,0.6709999999999999,0.26,0.0157
1050,43.839189888999904,-79.03983860619991,8.41,7,2008,2006,9.0,48.8,21.5,2.062,1.63,0.062
1052,43.9698207641,-78.7474947309,8.33,10,2010,2011,6.0,6.0,6.0,0.7170000000000001,0.15,0.006999999999999999
1053,43.8566716389999,-78.96067785609999,8.44,7,2011,2011,0.0,23.6,0.0,0.8490000000000001,0.47,0.027000000000000003
1054,43.8566716389999,-78.96067785609999,8.25,5,2015,2016,0.0,11.8,0.0,0.77,0.34,0.015
1055,43.88073326399999,-78.821483231,8.16,11,2005,2006,0.0,39.1,19.1,3.6,1.0,0.105
1056,43.961447014099996,-79.1256539813,8.34,5,2009,2011,22.7,26.4,26.4,0.389,0.33,0.014
1057,43.894292013999994,-78.6750209809,8.39,8,2006,2006,3.4,3.4,3.4,0.64,0.18,0.027000000000000003
1058,43.85091976432907,-79.07581985566414,8.37,5,2016,2016,9.0,13.6,9.0,1.1809999999999998,0.63,0.01
1059,43.903646124282595,-79.02242423756033,6.88,2,2019,2016,0.0,7.0,1.0,1.923,1.25,0.0378
1060,43.961447014099996,-79.1256539813,8.35,8,2005,2006,0.0,0.6,0.0,0.336,0.24,0.028
1061,43.9462080141,-78.9036611061,8.29,10,2005,2006,4.2,4.2,4.2,0.885,0.15,0.005
1063,43.911565263999904,-78.78870535599991,8.22,7,2009,2011,0.0,2.1,2.1,1.2879999999999998,0.58,0.039
1064,43.903646124282595,-79.02242423756033,8.22,3,2018,2016,0.0,0.0,0.0,1.1840000000000002,0.53,0.0136
1065,43.9698207641,-78.7474947309,8.42,6,2008,2006,0.0,3.0,0.0,0.772,0.22,0.014
1066,43.903646124282595,-79.02242423756033,8.49,5,2019,2016,5.5,15.9,15.9,1.6949999999999998,0.78,0.0218
1067,43.961447014099996,-79.1256539813,8.11,5,2015,2016,0.0,0.0,0.0,0.23,0.23,0.014
1070,43.826445953885724,-79.0888364051583,8.07,7,2018,2016,3.2,52.3,12.7,1.872,0.78,0.0481
1071,43.86966251719599,-79.07429473168425,7.26,11,2018,2016,0.0,15.6,0.0,1.019,0.64,0.0216
1072,43.9698207641,-78.7474947309,8.33,4,2009,2011,5.1,25.1,5.1,1.4960000000000002,0.4,0.038
1073,43.86966251719599,-79.07429473168425,8.2,1,2019,2016,0.0,0.0,0.0,1.551,0.81,0.0172
1075,43.826445953885724,-79.0888364051583,8.62,5,2019,2016,0.3,16.2,5.8,1.851,0.82,0.0274
1076,43.9336066389999,-78.9618889811,8.48,6,2005,2006,0.0,0.0,0.0,1.196,0.29,0.02
1078,43.9698207641,-78.7474947309,8.36,11,2008,2006,2.8,16.3,16.3,1.273,0.27,0.02
1080,43.85091976432907,-79.07581985566414,8.53,4,2016,2016,0.0,0.0,0.0,1.081,0.4,0.0149
1081,43.9336066389999,-78.9618889811,8.38,10,2011,2011,2.8,3.0,2.8,1.72,0.47,0.026
1082,43.894292013999994,-78.6750209809,8.47,7,2010,2011,0.0,16.0,0.0,0.918,0.3,0.019
1084,43.911565263999904,-78.78870535599991,8.26,6,2010,2011,3.4,3.8,3.4,1.4169999999999998,0.8,0.054000000000000006
1085,43.88073326399999,-78.821483231,8.17,9,2009,2011,0.0,0.0,0.0,2.115,0.45,0.024
1086,43.894292013999994,-78.6750209809,8.43,10,2003,2001,0.0,0.4,0.0,0.97,0.23,0.014
1088,43.86966251719599,-79.07429473168425,8.19,7,2018,2016,9.5,49.1,12.5,1.071,0.95,0.0512
1090,43.9698207641,-78.7474947309,8.42,8,2006,2006,3.4,3.4,3.4,0.6709999999999999,0.13,0.031
1092,43.9698207641,-78.7474947309,8.46,4,2014,2016,0.0,8.2,6.0,1.04,0.15,0.018000000000000002
1094,43.85091976432907,-79.07581985566414,8.5,8,2015,2016,0.0,10.4,0.0,0.691,0.31,0.0223
1096,43.8566716389999,-78.96067785609999,8.35,10,2010,2011,6.0,6.0,6.0,0.9229999999999999,0.43,0.011
1097,43.894292013999994,-78.6750209809,8.39,6,2012,2011,0.0,26.8,6.4,1.178,0.55,0.057
1098,43.95051113741628,-79.0852601060121,8.41,11,2017,2016,0.0,15.3,0.4,0.6910000000000001,0.46,0.0168
1099,43.8566716389999,-78.96067785609999,8.27,5,2008,2006,0.0,14.2,0.0,0.488,0.02,0.038
1100,43.894292013999994,-78.6750209809,8.3,9,2003,2001,0.0,0.0,0.0,0.637,0.22,0.017
1101,43.903646124282595,-79.02242423756033,8.1,1,2019,2016,0.0,0.0,0.0,1.528,0.66,0.0132
1102,43.907755641700824,-79.07291785615752,8.55,5,2019,2016,5.5,15.9,15.9,1.1909999999999998,0.74,0.0428
1104,43.911565263999904,-78.78870535599991,8.11,9,2003,2001,0.0,0.0,0.0,1.5919999999999999,0.71,0.099
1105,43.9698207641,-78.7474947309,8.46,7,2005,2006,0.0,9.9,1.9,0.7020000000000001,0.18,0.02
1108,43.9698207641,-78.7474947309,8.69,9,2011,2011,18.0,18.0,18.0,0.7709999999999999,0.19,0.014
1109,43.8566716389999,-78.96067785609999,8.37,10,2003,2001,0.0,0.0,0.0,0.9109999999999999,0.48,0.033
1113,43.8566716389999,-78.96067785609999,8.26,8,2013,2011,0.0,0.0,0.0,0.63,0.42,0.024
1117,43.961447013814315,-79.12565398133975,8.17,1,2018,2016,14.5,15.0,15.0,0.42,0.64,0.0519
1118,43.911565263999904,-78.78870535599991,8.31,5,2014,2016,1.2,3.2,3.2,1.51,0.59,0.017
1119,43.8681977773999,-78.84614457339991,8.23,5,2015,2016,0.0,11.8,0.0,1.07,0.29,0.013
1120,43.9336066389999,-78.9618889811,8.24,4,2007,2006,0.0,8.9,0.0,1.203,0.3,0.008
1121,43.911565263999904,-78.78870535599991,8.24,8,2013,2011,0.0,0.0,0.0,2.38,0.68,0.025
1123,43.9698207641,-78.7474947309,8.37,6,2010,2011,3.4,3.8,3.4,0.889,0.24,0.011
1125,43.8665555139999,-78.83083585599991,8.28,11,2010,2011,0.0,4.6,4.6,1.3230000000000002,0.29,0.008
1126,43.961447013814315,-79.12565398133975,7.64,2,2015,2016,0.0,0.0,0.0,0.742,0.5,0.062
1127,43.961447014099996,-79.1256539813,8.35,4,2008,2006,0.0,9.9,9.9,0.36,0.3,0.009000000000000001
1128,43.88073326399999,-78.821483231,8.26,10,2010,2011,6.0,6.0,6.0,1.6569999999999998,0.53,0.014
1131,43.803681746598656,-79.11029851493568,7.81,4,2015,2016,29.4,40.4,40.4,3.4400000000000004,2.43,0.63
1134,43.95051113741628,-79.0852601060121,8.6,4,2016,2016,0.0,0.0,0.0,0.451,0.29,0.0171
1135,43.9336066389999,-78.9618889811,8.55,7,2011,2011,0.0,23.6,0.0,0.888,0.35,0.021
1137,43.85091976432907,-79.07581985566414,8.73,9,2016,2016,0.0,5.9,0.5,0.7709999999999999,0.39,0.016
1139,43.866872015284024,-79.08601360640442,8.41,8,2019,2016,0.2,16.599999999999998,5.2,0.544,0.45,0.017
1141,43.911565263999904,-78.78870535599991,8.2,6,2013,2011,0.0,38.8,3.6,1.38,0.8,0.036000000000000004
1142,43.839189888999904,-79.03983860619991,8.45,10,2006,2006,0.4,53.6,6.2,1.4040000000000001,0.64,0.094
1143,43.894292013999994,-78.6750209809,8.45,8,2011,2011,0.0,15.6,15.4,0.895,0.24,0.024
1145,43.839189888999904,-79.03983860619991,8.36,10,2010,2011,0.0,0.0,0.0,0.74,0.27,0.011
1146,43.8952281389999,-78.67232773089991,8.26,7,2003,2001,0.0,3.2,0.0,1.5439999999999998,0.53,0.068
1149,43.839189888999904,-79.03983860619991,8.37,9,2003,2001,0.4,28.2,0.4,1.025,0.52,0.041
1150,43.839189888999904,-79.03983860619991,8.57,4,2011,2011,12.2,31.6,12.2,0.8570000000000001,0.3,0.026
1151,43.866872015284024,-79.08601360640442,8.21,12,2019,2016,1.8,16.2,16.2,2.565,1.48,0.12
1153,43.9336066389999,-78.9618889811,8.42,6,2014,2016,3.8,4.6,3.8,0.59,0.3,0.008
1154,43.826445953885724,-79.0888364051583,8.12,4,2017,2016,4.8,4.8,4.8,2.5010000000000003,0.39,0.0131
1156,43.961447014099996,-79.1256539813,8.31,6,2012,2011,0.0,7.0,0.0,0.274,0.26,0.02
1158,43.911565263999904,-78.78870535599991,8.39,4,2014,2016,0.0,8.2,6.0,1.24,0.32,0.016
1159,43.839189888999904,-79.03983860619991,8.53,11,2007,2006,3.0,3.5,3.0,1.1449999999999998,0.39,0.009000000000000001
1160,43.8566716389999,-78.96067785609999,8.3,6,2014,2016,3.8,4.6,3.8,0.86,0.47,0.02
1161,43.95051113741628,-79.0852601060121,6.85,4,2019,2016,6.0,51.8,6.0,1.513,0.88,0.0291
1164,43.961447014099996,-79.1256539813,8.31,5,2014,2016,0.2,1.0,0.2,0.5,0.45,0.011
1165,43.803681746598656,-79.11029851493568,8.19,10,2017,2016,0.8,11.6,11.6,1.464,1.03,0.0374
1166,43.9336066389999,-78.9618889811,8.43,5,2014,2016,1.2,3.2,3.2,0.81,0.37,0.011
1167,43.87148426502804,-79.06518285587957,8.4,6,2016,2016,0.6,0.6,0.6,0.42100000000000004,0.2,0.0198
1168,43.8665555139999,-78.83083585599991,8.28,7,2009,2011,0.0,2.1,2.1,1.189,0.31,0.014
1169,43.961447014099996,-79.1256539813,8.22,4,2013,2011,7.0,9.2,9.0,0.675,0.29,0.013
1170,43.88073326399999,-78.821483231,8.43,6,2008,2006,0.0,3.0,0.0,1.942,0.54,0.028
1172,43.894292013999994,-78.6750209809,8.21,10,2007,2006,7.8,15.2,15.2,1.0399999999999998,0.45,0.048
1173,43.87148426502804,-79.06518285587957,8.49,10,2017,2016,10.8,10.8,10.8,0.6920000000000001,0.42,0.0186
1178,43.88073326399999,-78.821483231,8.17,9,2010,2011,0.0,10.8,0.0,1.925,0.73,0.039
1179,43.826445953885724,-79.0888364051583,8.05,1,2016,2016,0.0,9.4,0.0,2.121,0.38,0.0118
1180,43.894292013999994,-78.6750209809,8.33,7,2014,2016,2.2,14.4,14.4,1.03,0.41,0.027000000000000003
1183,43.86966251719599,-79.07429473168425,8.35,9,2017,2016,0.8,0.8,0.8,0.546,0.48,0.0168
1184,43.9698207641,-78.7474947309,8.39,8,2011,2011,0.0,15.6,15.4,0.741,0.16,0.013
1186,43.95051113741628,-79.0852601060121,8.47,9,2017,2016,0.8,0.8,0.8,0.361,0.2,0.011
1188,43.839189888999904,-79.03983860619991,8.35,11,2005,2006,0.0,0.0,0.0,1.339,0.36,0.01
1189,43.88073326399999,-78.821483231,7.93,10,2007,2006,7.8,15.2,15.2,2.944,1.89,0.309
1197,43.911565263999904,-78.78870535599991,7.97,9,2007,2006,29.0,29.0,29.0,2.9120000000000004,2.1,0.201
1199,43.911565263999904,-78.78870535599991,8.23,4,2013,2011,0.4,1.0,0.4,1.252,0.45,0.015
1201,43.907755641700824,-79.07291785615752,8.27,6,2017,2016,14.2,25.6,16.0,0.8210000000000001,0.38,0.02
1202,43.866872015284024,-79.08601360640442,8.57,12,2017,2016,4.0,4.0,4.0,0.711,0.44,0.0283
1203,43.803681746598656,-79.11029851493568,8.13,8,2015,2016,0.0,0.0,0.0,1.556,0.44,0.016
1204,43.839189888999904,-79.03983860619991,8.4,11,2011,2011,0.0,19.6,19.6,0.821,0.35,0.024
1206,43.826445953885724,-79.0888364051583,7.93,5,2015,2016,0.0,0.0,0.0,1.495,0.68,0.023
1208,43.8665555139999,-78.83083585599991,8.41,4,2014,2016,0.0,8.2,6.0,1.63,0.46,0.022
1209,43.826445953885724,-79.0888364051583,8.21,5,2017,2016,0.0,0.8999999999999999,0.0,3.341,0.64,0.0218
1217,43.911565263999904,-78.78870535599991,8.25,8,2011,2011,0.0,15.6,15.4,1.12,0.62,0.057
1219,43.88073326399999,-78.821483231,8.23,4,2007,2006,0.0,8.9,0.0,2.205,0.5,0.018000000000000002
1222,43.961447014099996,-79.1256539813,8.26,9,2009,2011,0.0,1.8,1.8,0.304,0.26,0.023
1224,43.8566716389999,-78.96067785609999,8.36,10,2013,2011,6.2,16.8,6.2,0.68,0.5,0.023
1227,43.9336066389999,-78.9618889811,8.26,9,2003,2001,0.0,0.0,0.0,0.865,0.25,0.02
1228,43.894292013999994,-78.6750209809,8.28,9,2005,2006,20.4,84.80000000000003,20.4,1.7339999999999998,0.59,0.034
1230,43.894292013999994,-78.6750209809,8.53,4,2011,2011,13.0,27.3,27.3,1.4580000000000002,0.41,0.027000000000000003
1232,43.9336066389999,-78.9618889811,8.46,6,2008,2006,0.0,3.0,0.0,0.9359999999999999,0.31,0.011
1233,43.87148426502804,-79.06518285587957,7.94,2,2016,2016,0.0,1.0,1.0,0.701,0.2,0.0249
1235,43.88073326399999,-78.821483231,8.26,4,2009,2011,5.1,25.1,5.1,2.391,0.54,0.03
1237,43.961447014099996,-79.1256539813,8.49,4,2005,2006,0.0,0.0,0.0,0.493,0.28,0.015
1239,43.903646124282595,-79.02242423756033,8.34,4,2018,2016,0.0,0.0,0.0,3.014,0.52,0.0185
1240,43.850919791345994,-79.07581985603937,8.29,1,2017,2016,0.0,0.4,0.0,3.471,1.3,0.201
1241,43.894292013999994,-78.6750209809,8.41,6,2010,2011,3.4,3.8,3.4,0.915,0.28,0.009000000000000001
1242,43.9336066389999,-78.9618889811,8.48,7,2012,2011,0.0,0.0,0.0,0.72,0.28,0.024
1243,43.86966251719599,-79.07429473168425,7.12,2,2019,2016,0.0,7.0,1.0,2.225,1.51,0.0517
1244,43.866872015284024,-79.08601360640442,8.37,7,2017,2016,0.0,4.6,3.0,0.921,0.74,0.139
1246,43.803681746598656,-79.11029851493568,7.72,2,2015,2016,0.0,0.0,0.0,1.79,0.31,0.017
1249,43.9462080141,-78.9036611061,8.3,10,2013,2011,6.2,16.8,6.2,1.14,0.64,0.03
1251,43.871484238011256,-79.06518285550933,8.24,3,2017,2016,1.0,1.0,1.0,0.871,0.35,0.0543
1252,43.8566716389999,-78.96067785609999,8.24,8,2003,2001,0.0,21.6,0.0,2.095,1.44,0.28
1254,43.839189888999904,-79.03983860619991,8.36,10,2005,2006,0.0,0.2,0.0,0.763,0.28,0.008
1255,43.8665555139999,-78.83083585599991,8.31,6,2012,2011,0.0,26.8,6.4,1.195,0.56,0.06
1256,43.907755641700824,-79.07291785615752,8.67,12,2017,2016,4.0,4.0,4.0,1.622,0.53,0.0214
1258,43.961447014099996,-79.1256539813,8.43,8,2010,2011,0.0,40.2,0.0,0.391,0.33,0.018000000000000002
1259,43.826445953885724,-79.0888364051583,7.77,7,2019,2016,0.8,48.8,0.8,1.795,0.92,0.0519
1261,43.803681746598656,-79.11029851493568,7.89,9,2018,2016,0.6,9.4,7.6,1.4509999999999998,0.85,0.0302
1266,43.826445953885724,-79.0888364051583,8.06,7,2017,2016,0.0,3.0,0.0,2.603,0.86,0.0349
1267,43.839189888999904,-79.03983860619991,8.28,4,2014,2016,6.0,8.2,8.2,1.05,0.44,0.026
1269,43.894292013999994,-78.6750209809,8.45,9,2014,2016,5.2,7.2,5.2,1.12,0.32,0.015
1270,43.9462080141,-78.9036611061,8.45,7,2006,2006,0.6,2.0,0.6,0.8410000000000001,0.19,0.014
1271,43.961447014099996,-79.1256539813,7.7,7,2014,2016,3.4,16.2,12.8,0.62,0.5,0.028
1272,43.839189888999904,-79.03983860619991,8.33,5,2005,2006,0.0,0.0,0.0,0.982,0.31,0.013
1273,43.9336066389999,-78.9618889811,8.37,11,2010,2011,0.0,4.6,4.6,1.0779999999999998,0.48,0.008
1275,43.911565263999904,-78.78870535599991,8.44,9,2014,2016,5.2,7.2,5.2,1.07,0.6,0.025
1277,43.87148426502804,-79.06518285587957,8.34,5,2018,2016,32.2,32.2,32.2,0.623,0.42,0.01
1280,43.9336066389999,-78.9618889811,8.32,9,2005,2006,20.0,73.2,20.0,1.15,0.43,0.026
1285,43.866872015284024,-79.08601360640442,7.99,2,2018,2016,10.0,19.4,19.4,1.6649999999999998,1.0,0.213
1286,43.8665555139999,-78.83083585599991,8.35,6,2009,2011,0.0,0.0,0.0,1.327,0.42,0.019
1287,43.8665555139999,-78.83083585599991,8.24,10,2009,2011,0.0,0.0,0.0,1.527,0.37,0.006999999999999999
1288,43.9336066389999,-78.9618889811,8.34,10,2007,2006,7.8,15.2,15.2,0.885,0.42,0.041
1289,43.88073326399999,-78.821483231,8.18,4,2013,2011,0.4,1.0,0.4,1.8009999999999995,0.57,0.019
1291,43.88073326399999,-78.821483231,8.27,5,2014,2016,1.2,3.2,3.2,1.85,0.74,0.026
1294,43.88073326399999,-78.821483231,8.31,7,2010,2011,0.0,16.0,0.0,1.7,0.52,0.031
1295,43.907755641700824,-79.07291785615752,7.11,2,2019,2016,0.0,7.0,1.0,2.076,1.17,0.0703
1298,43.839189888999904,-79.03983860619991,8.38,6,2008,2006,0.0,0.6,0.0,0.7490000000000001,0.41,0.017
1299,43.9336066389999,-78.9618889811,8.48,7,2007,2006,2.4,2.4,2.4,0.986,0.3,0.025
1300,43.95051113741628,-79.0852601060121,7.39,2,2019,2016,0.0,7.0,1.0,2.634,1.93,0.0814
1301,43.8566716389999,-78.96067785609999,8.34,8,2008,2006,6.8,60.8,7.6,1.891,0.7,0.041
