Unnamed: 0,STATION,DATE,"Nitrogen, Total Kjeldahl (TKN)",pH (lab),"Phosphorus, Total",Nitrates (Nitrate + Nitrite),"Conductivity, Specific","Solids, Suspended (TSS)","Chloride, Total",Nitrite,"Oxygen, Dissolved",pH (field),"Conductivity, Specific (Field)","Depth, Sample (Field)","Oxygen, Dissolved (% Saturation)","Conductivity, Ambient",Chloride (Field),Nitrate,"Carbon, Dissolved Organic (DOC)","Conductivity, Estimated",Nitrogen; total,Nitrogen; nitrite,Nitrogen; nitrate+nitrite,"Carbon, Dissolved Inorganic (DIC)",Conductivity (Calculated),LATITUDE,LONGITUDE,Phosphorus,Nitrogen
1994,6008301902,5-9-2017,,8.42,0.152,,902.0,61.9,136.0,,12.52,8.35,901.0,595.0,104.9,,,,5.9,,1.23,0.013,1.01,46.6,,43.65143463879,-79.49132860662,,
1995,6008301902,6-1-2004,0.66,8.46,0.035,0.676,507.0,8.2,166.0,0.027,,,,,,,,,6.2,,,,,48.9,,43.65143463879,-79.49132860662,,
1996,6008301902,6-12-2000,0.88,8.06,0.112,0.739,648.0,72.0,98.8,0.054,,,,,,,,,4.3,,,,,27.2,,43.65143463879,-79.49132860662,,
1997,6008301902,6-15-2005,1.28,8.12,0.296,0.759,823.0,177.0,168.0,0.059,,,,,,,,,6.1,,,,,25.1,,43.65143463879,-79.49132860662,,
1998,6008301902,6-16-2003,0.8,8.44,0.049,0.934,939.0,19.5,164.0,0.027,,,,,,,,,6.3,,,,,51.2,,43.65143463879,-79.49132860662,,
1999,6008301902,6-16-2008,0.98,8.23,0.146,0.74,728.0,90.1,140.0,0.046,,,,,,,,,4.4,,,,,25.0,,43.65143463879,-79.49132860662,,
2000,6008301902,6-17-2002,1.06,8.48,0.105,0.71,690.0,58.0,96.7,0.076,,,,,,,,,6.2,,,,,45.9,,43.65143463879,-79.49132860662,,
2001,6008301902,6-18-2007,0.54,8.42,0.024,0.365,1040.0,4.2,182.0,0.023,,,,,,,,,4.1,,,,,49.3,,43.65143463879,-79.49132860662,,
2002,6008301902,6-18-2014,0.56,8.22,0.075,0.687,955.0,141.0,187.0,0.041,10.3,8.14,967.0,340.0,117.1,,,,4.5,,1.07,,,34.6,,43.65143463879,-79.49132860662,,
2003,6008301902,6-19-2001,0.48,8.45,0.02,0.3,910.0,6.5,155.0,0.015,,,,,,,,,4.8,,,,,47.2,,43.65143463879,-79.49132860662,,
2004,6008301902,6-2-2003,0.61,8.33,0.031,0.527,1100.0,7.2,200.0,0.016,,,,,,,,,5.3,,,,,50.8,,43.65143463879,-79.49132860662,,
2005,6008301902,6-20-2013,0.59,8.37,0.038,0.711,901.0,8.1,132.0,0.017,12.53,7.68,911.0,560.0,139.9,,,,4.8,,,,,49.4,,43.65143463879,-79.49132860662,,
2006,6008301902,6-20-2019,,8.49,0.0361,,1100.0,6.0,193.0,,9.02,8.47,1107.0,590.0,101.8,,,,4.1,,0.89,0.025,0.39,51.0,,43.65143463879,-79.49132860662,,
2007,6008301902,6-21-2004,0.53,8.47,0.043,0.618,953.0,13.1,158.0,0.018,,,,,,,,,5.1,,,,,51.1,,43.65143463879,-79.49132860662,,
2008,6008301902,6-21-2018,,8.59,0.0336,,1030.0,7.9,183.0,,11.68,8.64,1027.0,200.0,139.9,,,,3.7,,0.69,0.024,0.261,43.6,,43.65143463879,-79.49132860662,,
2009,6008301902,6-22-2017,,8.62,0.1866999999999999,,878.0,29.0,34.9,,10.55,8.49,916.0,260.0,108.8,,,,6.1,,0.85,0.023,0.54,49.5,,43.65143463879,-79.49132860662,,
2010,6008301902,6-23-2011,0.95,8.22,0.2,0.556,700.0,141.0,140.0,0.042,10.03,8.01,718.0,260.0,113.5,,,,5.2,,,,,24.0,,43.65143463879,-79.49132860662,,
2011,6008301902,6-23-2016,,8.56,0.0524,,1040.0,4.6,189.0,,13.49,8.58,1098.0,80.0,155.8,,,,4.1,,0.37,0.008,0.045,40.9,,43.65143463879,-79.49132860662,,
2012,6008301902,6-24-2009,0.51,8.41,0.029,0.432,919.0,6.6,157.0,0.025,20.42,8.0,927.0,105.0,122.0,927.0,,,5.0,,,,,49.5,,43.65143463879,-79.49132860662,,
2013,6008301902,6-24-2010,1.15,8.13,0.315,0.798,514.0,229.0,91.0,0.031,8.93,7.61,520.0,390.0,105.0,,,,4.3,,,,,23.1,,43.65143463879,-79.49132860662,,
2014,6008301902,6-25-2003,0.67,8.41,0.026,0.462,1150.0,3.8,220.0,0.027,,,,,,,,,4.2,,,,,51.0,,43.65143463879,-79.49132860662,,
2015,6008301902,6-25-2015,,8.38,0.069,,986.0,49.2,179.0,,11.99,8.18,938.0,390.0,136.8,,,,5.6,,1.03,0.016,0.493,46.0,,43.65143463879,-79.49132860662,,
2016,6008301902,6-25-2020,1.04,8.4,0.11,0.7,1010.0,48.1,197.0,0.041,9.02,8.34,1002.0,300.0,100.3,,,0.66,,,,,,,1140.0,43.65143463879,-79.49132860662,,
2017,6008301902,6-26-2006,0.41,8.4,0.016,0.257,951.0,3.0,162.0,0.011,,,,,,,,,4.5,,,,,48.8,,43.65143463879,-79.49132860662,,
2018,6008301902,6-26-2008,0.49,8.47,0.027,0.419,991.0,7.4,183.0,0.017,,,,,,,,,3.7,,,,,46.2,,43.65143463879,-79.49132860662,,
2019,6008301902,6-27-2002,0.67,8.42,0.041,0.69,705.0,9.0,109.0,0.048,,,,,,,,,6.6,,,,,41.3,,43.65143463879,-79.49132860662,,
2020,6008301902,6-28-2012,0.53,8.54,0.03,0.055,961.0,4.4,177.0,0.014,13.65,8.67,779.0,120.0,164.6,,,,4.2,,,,,37.1,,43.65143463879,-79.49132860662,,
2021,6008301902,6-29-2004,0.2,,0.02,,,4.0,165.0,0.023,,,,,,,,0.44,,,,,,,,43.65143463879,-79.49132860662,,
2022,6008301902,6-3-2002,0.52,8.34,0.024,0.204,785.0,5.0,113.0,0.014,,,,,,,,,5.8,,,,,48.8,,43.65143463879,-79.49132860662,,
2023,6008301902,6-4-2007,1.06,8.23,0.133,0.836,917.0,58.4,174.0,0.059,,,,,,,,,6.8,,,,,32.9,,43.65143463879,-79.49132860662,,
2024,6008301902,6-4-2008,0.93,8.35,0.046,0.721,1080.0,15.4,209.0,0.037,,,,,,,,,6.1,,,,,41.3,,43.65143463879,-79.49132860662,,
2025,6008301902,6-5-2001,0.48,8.43,0.036,0.734,892.0,17.5,135.0,0.019,,,,,,,,,4.7,,,,,51.0,,43.65143463879,-79.49132860662,,
2026,6008301902,6-6-2000,0.58,8.11,0.046,0.621,842.0,14.0,156.0,0.037,,,,,,,,,5.0,,,,,36.2,,43.65143463879,-79.49132860662,,
2027,6008301902,6-9-2005,0.58,8.34,0.029,0.448,1080.0,4.5,209.0,0.034,,,,,,,,,3.9,,,,,50.3,,43.65143463879,-79.49132860662,,
2028,6008301902,7-10-2001,0.48,8.44,0.02,0.226,843.0,8.5,146.0,0.014,,,,,,,,,4.4,,,,,44.2,,43.65143463879,-79.49132860662,,
2029,6008301902,7-10-2008,0.51,8.47,0.031,0.362,988.0,5.0,188.0,0.016,,,,,,,,,5.8,,,,,42.8,,43.65143463879,-79.49132860662,,
2030,6008301902,7-13-2006,1.23,8.26,0.296,2.66,564.0,191.0,74.4,0.049,,,,,,,,,6.3,,,,,30.8,,43.65143463879,-79.49132860662,,
2031,6008301902,7-14-2000,0.76,8.21,0.05,0.664,880.0,3.0,143.0,0.047,,,,,,,,,5.3,,,,,45.2,,43.65143463879,-79.49132860662,,
2032,6008301902,7-18-2005,0.8,8.43,0.064,0.626,789.0,19.6,133.0,0.057,2.5,,,,,,,,7.8,,,,,36.8,,43.65143463879,-79.49132860662,,
2033,6008301902,7-20-2005,0.7,,0.07,,,5.0,140.0,0.064,12.0,8.0,717.0,205.0,141.0,,,0.59,,,,,,,,43.65143463879,-79.49132860662,,
2034,6008301902,7-20-2017,,8.06,2.202,,305.0,686.0,43.7,,11.81,8.22,276.0,,127.2,,,,3.7,,0.67,0.021,0.372,16.3,,43.65143463879,-79.49132860662,,
2035,6008301902,7-21-2008,0.9,8.35,0.16,0.576,766.0,81.3,137.0,0.026,,,,,,,,,5.3,,,,,32.2,,43.65143463879,-79.49132860662,,
2036,6008301902,7-21-2010,0.45,8.56,0.024,0.131,848.0,10.6,224.0,0.009,10.67,8.2,858.0,155.0,133.9,,,,5.3,,,,,39.8,,43.65143463879,-79.49132860662,,
2037,6008301902,7-21-2011,0.44,8.61,0.02,0.338,1010.0,4.1,204.0,0.014,9.37,8.39,1130.0,100.0,122.4,,,,3.7,,,,,43.8,,43.65143463879,-79.49132860662,,
2038,6008301902,7-21-2016,,8.56,0.0606,,976.0,3.7,194.0,,11.58,8.69,1037.0,200.0,145.4,,,,3.3,,0.43,0.005,0.052,37.3,,43.65143463879,-79.49132860662,,
2039,6008301902,7-22-2003,0.55,8.49,0.024,0.436,1130.0,4.0,224.0,0.02,,,,,,,,,5.1,1210.0,,,,44.3,,43.65143463879,-79.49132860662,,
2040,6008301902,7-22-2009,0.45,8.38,0.032,0.32,987.0,6.3,167.0,0.02,25.630000000000003,8.0,970.0,130.0,142.0,970.0,,,4.9,,,,,47.4,,43.65143463879,-79.49132860662,,
2041,6008301902,7-23-2015,,8.26,0.266,,1560.0,15.2,307.0,,6.9,8.49,1078.0,200.0,81.5,,,,4.1,,4.96,0.22,1.69,51.9,,43.65143463879,-79.49132860662,,
2042,6008301902,7-23-2020,0.85,8.2,0.134,0.36,661.0,58.7,134.0,0.024,8.54,8.38,677.0,325.0,104.0,,,0.34,,,,,,,731.0,43.65143463879,-79.49132860662,,
2043,6008301902,7-24-2007,0.53,8.48,0.032,0.425,973.0,5.5,189.0,0.017,,,,,,,,,3.3,,,,,44.4,,43.65143463879,-79.49132860662,,
2044,6008301902,7-25-2001,0.6,8.38,0.052,0.627,750.0,7.5,104.0,0.022,,,,,,,,,4.4,,,,,38.2,,43.65143463879,-79.49132860662,,
2045,6008301902,7-25-2019,,8.61,0.0289,,1020.0,6.8,201.0,,10.37,8.6,1058.0,290.0,125.6,,,,3.8,,0.48,0.011,0.205,38.9,,43.65143463879,-79.49132860662,,
2046,6008301902,7-26-2006,0.45,8.45,0.031,0.187,801.0,8.9,146.0,0.011,,,,,,,,,4.4,,,,,41.0,,43.65143463879,-79.49132860662,,
2047,6008301902,7-26-2012,2.55,8.01,0.81,0.748,478.0,479.0,80.8,0.091,10.46,7.86,471.0,550.0,117.6,,,,,,,,,,,43.65143463879,-79.49132860662,,
2048,6008301902,7-26-2018,,8.48,0.178,,818.0,110.0,116.0,,8.6,8.43,729.0,350.0,103.7,,,,6.4,,1.27,0.016,0.903,42.5,,43.65143463879,-79.49132860662,,
2049,6008301902,7-27-2005,0.62,8.46,0.033,0.568,873.0,6.9,154.0,0.037,,,,,,,,,8.2,,,,,39.6,,43.65143463879,-79.49132860662,,
2050,6008301902,7-28-2004,0.64,8.46,0.074,0.578,790.0,28.5,130.0,0.023,,,,,,,,,5.2,,,,,37.1,,43.65143463879,-79.49132860662,,
2051,6008301902,7-30-2002,,8.3,0.039,,,12.0,119.0,0.028,8.06,,,,104.8,,,0.37,,,,,,,,43.65143463879,-79.49132860662,,
2052,6008301902,7-31-2002,0.72,8.41,0.093,0.395,581.0,49.6,71.0,0.011,,,,,,,,,4.8,,,,,41.2,,43.65143463879,-79.49132860662,,
2053,6008301902,7-4-2014,0.54,8.03,0.026,0.259,1050.0,3.9,201.0,0.014,12.49,8.59,1071.0,125.0,137.8,,,,4.5,,0.85,,,45.4,,43.65143463879,-79.49132860662,,
2054,6008301902,7-5-2004,0.67,8.12,0.114,0.619,674.0,62.5,127.0,0.039,,,,,,,,,4.5,,,,,21.8,,43.65143463879,-79.49132860662,,
2055,6008301902,7-5-2007,0.76,8.36,0.032,0.603,1090.0,3.9,206.0,0.043,,,,,,,,,9.5,,,,,46.6,,43.65143463879,-79.49132860662,,
2056,6008301902,7-8-2002,0.51,8.45,0.03,0.224,798.0,2.8,138.0,0.013,,,,,,,,,4.6,,,,,42.9,,43.65143463879,-79.49132860662,,
2057,6008301902,7-8-2003,0.96,8.37,0.039,0.731,1080.0,4.2,226.0,0.051,,,,,,,,,7.2,1160.0,,,,37.9,,43.65143463879,-79.49132860662,,
2058,6008301902,7-9-2013,0.68,7.98,0.452,1.77,360.0,615.0,36.9,0.13,9.54,7.8,357.0,,108.6,,,,7.4,,,,,26.4,,43.65143463879,-79.49132860662,,
2059,6008301902,8-10-2000,0.44,8.48,0.03,0.227,681.0,8.0,94.0,0.014,,,,,,,,,5.2,,,,,42.4,,43.65143463879,-79.49132860662,,
2060,6008301902,8-11-2004,0.63,8.28,0.071,0.536,635.0,21.8,98.8,0.023,,,,,,,,,5.1,,,,,31.2,,43.65143463879,-79.49132860662,,
2061,6008301902,8-14-2001,0.48,8.36,0.028,0.437,919.0,5.5,169.0,0.019,,,,,,,,,4.5,,,,,42.6,,43.65143463879,-79.49132860662,,
2062,6008301902,8-15-2002,0.73,8.4,0.054,0.468,823.0,7.8,149.0,0.047,,,,,,,,,8.0,,,,,42.2,,43.65143463879,-79.49132860662,,
2063,6008301902,8-15-2006,0.51,8.39,0.021,0.45,952.0,5.1,167.0,0.023,,,,,,,,,4.8,,,,,46.8,,43.65143463879,-79.49132860662,,
2064,6008301902,8-16-2005,0.7,,0.05,,,5.0,146.0,0.012,13.0,9.0,872.0,270.0,167.0,,,0.11,,,,,,,,43.65143463879,-79.49132860662,,
2065,6008301902,8-17-2009,0.65,8.44,0.092,0.269,834.0,9.3,128.0,0.01,20.43,8.0,856.0,170.0,128.0,856.0,,,5.7,,,,,48.5,,43.65143463879,-79.49132860662,,
2066,6008301902,8-2-2000,0.64,8.17,0.148,0.496,564.0,250.0,73.2,0.044,,,,,,,,,6.3,,,,,37.8,,43.65143463879,-79.49132860662,,
2067,6008301902,8-20-2008,0.49,8.56,0.019,0.116,912.0,5.9,166.0,0.012,,,,,,,,,5.0,,,,,41.2,,43.65143463879,-79.49132860662,,
2068,6008301902,8-20-2015,,7.98,1.247,,820.0,363.0,155.0,,8.1,8.1,828.0,370.0,96.8,,,,5.2,,1.09,0.045,0.396,30.8,,43.65143463879,-79.49132860662,,
2069,6008301902,8-21-2001,0.72,8.27,0.116,0.676,554.0,74.0,78.8,0.029,,,,,,,,,4.4,,,,,26.8,,43.65143463879,-79.49132860662,,
2070,6008301902,8-21-2013,0.46,8.46,0.016,0.488,953.0,4.5,148.0,0.02,11.34,7.94,901.0,340.0,131.2,,,,3.4,,0.93,,,47.2,,43.65143463879,-79.49132860662,,
2071,6008301902,8-21-2014,0.38,8.37,0.034,0.453,1020.0,7.3,187.0,0.078,14.36,8.51,1037.0,165.0,162.0,,,,4.5,,0.78,,,44.2,,43.65143463879,-79.49132860662,,
2072,6008301902,8-22-2007,0.44,8.43,0.022,0.486,943.0,7.0,171.0,0.015,,,,,,,,,3.5,,,,,47.7,,43.65143463879,-79.49132860662,,
2073,6008301902,8-22-2019,,8.56,0.0527,,1090.0,6.3,210.0,,10.71,8.66,1100.0,215.0,127.0,,,,3.7,,0.85,0.028,0.454,41.5,,43.65143463879,-79.49132860662,,
2074,6008301902,8-23-2000,1.16,7.94,0.244,0.956,372.0,131.0,49.4,0.054,,,,,,,,,5.0,,,,,20.2,,43.65143463879,-79.49132860662,,
2075,6008301902,8-23-2012,0.42,8.41,0.006,0.119,881.0,20.7,140.0,0.016,12.89,8.42,856.0,100.0,154.6,,,,3.1,,,,,40.4,,43.65143463879,-79.49132860662,,
2076,6008301902,8-23-2018,,8.42,0.162,,708.0,124.0,103.0,,8.25,8.52,705.0,230.0,91.8,,,,7.4,,0.85,0.012,0.434,41.2,,43.65143463879,-79.49132860662,,
2077,6008301902,8-24-2004,0.8,,0.06,,,2.0,145.0,0.012,,,,,,,,0.15,,,,,,,,43.65143463879,-79.49132860662,,
2078,6008301902,8-24-2011,0.39,8.42,0.025,0.202,894.0,6.8,152.0,0.011,9.72,8.34,890.0,90.0,108.9,,,,4.1,,,,,41.6,,43.65143463879,-79.49132860662,,
2079,6008301902,8-24-2017,,8.35,0.1567,,782.0,23.7,117.0,,11.06,8.58,693.0,100.0,120.5,,,,4.8,,0.74,0.012,0.36,45.7,,43.65143463879,-79.49132860662,,
2080,6008301902,8-25-2003,,8.8,0.06,,,3.0,160.0,0.014,10.48,,,,125.4,,,0.19,,,,,,,,43.65143463879,-79.49132860662,,
2081,6008301902,8-25-2010,0.54,8.5,0.047,0.416,765.0,19.4,122.0,0.017,10.2,8.45,764.0,230.0,119.0,,,,5.2,,,,,40.7,,43.65143463879,-79.49132860662,,
2082,6008301902,8-25-2016,,8.48,0.0944,,724.0,9.1,126.0,,12.13,8.82,722.0,180.0,152.7,,,,4.9,,0.55,0.02,0.26,30.9,,43.65143463879,-79.49132860662,,
2083,6008301902,8-25-2020,0.49,8.5,0.023,0.21,975.0,8.2,179.0,0.012,11.63,8.51,988.0,225.0,141.0,,,0.2,,,,,,,1090.0,43.65143463879,-79.49132860662,,
2084,6008301902,8-26-2003,0.97,7.7,0.078,0.803,591.0,20.6,104.0,0.059,,,,,,,,,8.4,648.0,,,,26.8,,43.65143463879,-79.49132860662,,
2085,6008301902,8-26-2004,0.37,8.35,0.019,0.213,904.0,1.9,151.0,0.012,,,,,,,,,3.6,,,,,45.2,,43.65143463879,-79.49132860662,,
2086,6008301902,8-28-2002,0.46,16.64,0.093,0.246,718.0,26.8,407.0,0.077,7.46,,,,82.0,,,5.39,3.8,,,,,38.6,,43.65143463879,-79.49132860662,,
2087,6008301902,8-28-2006,0.61,8.42,0.05,0.693,741.0,15.3,122.0,0.025,,,,,,,,,4.7,,,,,38.2,,43.65143463879,-79.49132860662,,
2088,6008301902,8-29-2005,0.44,8.52,0.035,0.442,842.0,10.4,157.0,0.015,,,,,,,,,4.8,,,,,37.9,,43.65143463879,-79.49132860662,,
2089,6008301902,8-6-2003,0.63,8.49,0.041,0.522,1150.0,13.4,237.0,0.019,,,,,,,,,6.4,1190.0,,,,35.2,,43.65143463879,-79.49132860662,,
2090,6008301902,8-6-2008,0.75,8.4,0.07,0.446,788.0,15.6,150.0,0.027,,,,,,,,,7.5,,,,,28.9,,43.65143463879,-79.49132860662,,
2091,6008301902,8-7-2007,0.56,8.52,0.03,0.336,936.0,6.5,177.0,0.011,,,,,,,,,4.2,,,,,40.4,,43.65143463879,-79.49132860662,,
2092,6008301902,8-8-2005,0.47,8.48,0.04,0.17,868.0,5.0,156.0,0.009,,,,,,,,,4.5,,,,,40.4,,43.65143463879,-79.49132860662,,
2093,6008301902,9-12-2001,0.4,8.45,0.02,0.312,808.0,3.5,117.0,0.014,,,,,,,,,3.2,,,,,42.0,,43.65143463879,-79.49132860662,,
2094,6008301902,9-15-2008,1.03,8.3,0.237,0.504,581.0,172.0,79.8,0.018,,,,,,,,,5.6,,,,,31.8,,43.65143463879,-79.49132860662,,
2095,6008301902,9-16-2002,0.95,8.25,0.168,0.8,703.0,90.7,110.0,0.05,,,,,,,,,6.7,,,,,32.0,,43.65143463879,-79.49132860662,,
2096,6008301902,9-18-2000,0.48,8.45,0.03,0.358,755.0,7.0,98.4,0.012,,,,,,,,,5.0,,,,,47.6,,43.65143463879,-79.49132860662,,
2097,6008301902,9-19-2005,0.5,,0.04,,,5.0,122.0,0.01,11.0,9.0,723.0,170.0,111.0,,,0.27,,,,,,,,43.65143463879,-79.49132860662,,
2098,6008301902,9-19-2007,0.41,8.48,0.025,0.18,824.0,7.7,130.0,0.007,,,,,,,,,10.9,,,,,14.8,,43.65143463879,-79.49132860662,,
2099,6008301902,9-20-2001,0.88,8.18,0.096,1.14,507.0,39.5,79.4,0.068,,,,,,,,,6.8,,,,,22.2,,43.65143463879,-79.49132860662,,
2100,6008301902,9-21-2004,0.6,,0.03,,,2.0,,,,,,,,,,,,,,,,,,43.65143463879,-79.49132860662,,
2101,6008301902,9-21-2005,0.4,8.52,0.019,0.25,946.0,3.6,164.0,0.016,,,,,,,,,3.9,,,,,46.4,,43.65143463879,-79.49132860662,,
2102,6008301902,9-21-2011,0.43,8.5,0.03,0.254,772.0,43.8,122.0,0.011,11.73,8.32,771.0,180.0,124.1,,,,3.9,,,,,39.0,,43.65143463879,-79.49132860662,,
2103,6008301902,9-21-2017,,8.48,0.0682,,858.0,3.5,149.0,,15.14,8.81,861.0,200.0,180.0,,,,3.2,,0.5,0.021,0.152,41.0,,43.65143463879,-79.49132860662,,
2104,6008301902,9-22-2010,1.05,8.12,0.095,0.617,619.0,57.0,101.0,0.043,11.37,7.91,629.0,220.0,121.5,,,,5.5,,,,,29.9,,43.65143463879,-79.49132860662,,
2105,6008301902,9-22-2016,,8.47,0.0723999999999999,,897.0,14.3,155.0,,13.45,9.11,901.0,205.0,154.5,,,,3.3,,0.46,0.01,0.11,39.8,,43.65143463879,-79.49132860662,,
2106,6008301902,9-22-2020,0.44,8.5,0.019,0.18,922.0,1.1,162.0,0.008,13.6,8.54,926.0,250.0,132.0,,,0.18,,,,,,,1030.0,43.65143463879,-79.49132860662,,
2107,6008301902,9-23-2004,0.38,8.48,0.012,0.133,860.0,1.9,141.0,0.01,,,,,,,,,3.3,,,,,46.4,,43.65143463879,-79.49132860662,,
2108,6008301902,9-23-2009,0.26,8.22,0.01,0.432,,3.8,146.0,0.015,11.0,8.0,933.0,150.0,121.0,933.0,,,4.0,,,,,49.8,,43.65143463879,-79.49132860662,,
2109,6008301902,9-24-2002,,8.2,0.038,,,6.0,96.7,0.013,11.0,,,,117.1,,,0.23,,,,,,,,43.65143463879,-79.49132860662,,
2110,6008301902,9-24-2014,0.41,8.46,0.026,0.352,813.0,16.7,123.0,0.011,11.47,8.35,798.0,235.0,116.0,,,,5.0,,0.67,,,45.9,,43.65143463879,-79.49132860662,,
2111,6008301902,9-24-2015,,8.42,0.084,,1000.0,2.7,181.0,,12.27,8.66,1002.0,270.0,131.7,,,,4.7,,0.45,0.009,0.053,45.0,,43.65143463879,-79.49132860662,,
2112,6008301902,9-25-2006,0.47,8.47,0.036,0.261,586.0,11.2,85.6,0.011,,,,,,,,,4.3,,,,,32.1,,43.65143463879,-79.49132860662,,
2113,6008301902,9-25-2013,0.69,8.34,0.034,0.557,1240.0,16.7,98.6,0.012,11.26,8.25,739.0,520.0,109.5,,,,6.2,,1.11,,,49.2,,43.65143463879,-79.49132860662,,
2114,6008301902,9-26-2002,0.4,8.41,0.019,0.184,772.0,2.2,114.0,0.011,,,,,,,,,3.9,,,,,43.8,,43.65143463879,-79.49132860662,,
2115,6008301902,9-27-2012,0.38,8.63,0.01,0.099,874.0,6.7,144.0,0.011,17.84,8.49,849.0,310.0,171.3,,,,3.5,,,,,43.2,,43.65143463879,-79.49132860662,,
2116,6008301902,9-27-2018,,,0.0293,,,3.9,146.0,,11.57,8.0,874.0,170.0,120.0,,,,,,0.51,0.012,0.22,,,43.65143463879,-79.49132860662,,
2117,6008301902,9-3-2008,0.51,8.41,0.021,0.38,912.0,5.7,159.0,0.02,,,,,,,,,3.8,,,,,46.0,,43.65143463879,-79.49132860662,,
2118,6008301902,9-30-2003,,,0.07,,,22.0,121.0,0.013,,,,,,,,0.72,,,,,,,,43.65143463879,-79.49132860662,,
2119,6008301902,9-30-2019,,8.4,0.0154,,930.0,1.5,162.0,,11.82,8.33,981.0,,,,,,3.3,,,0.01,0.313,47.1,,43.65143463879,-79.49132860662,,
2120,6008301902,9-6-2007,0.64,8.43,0.057,0.454,800.0,18.8,147.0,0.02,,,,,,,,,6.1,,,,,36.0,,43.65143463879,-79.49132860662,,
2121,6008301902,9-7-2004,0.41,8.41,0.023,0.247,868.0,3.6,127.0,0.011,,,,,,,,,4.2,,,,,46.2,,43.65143463879,-79.49132860662,,
2122,6008301902,9-7-2006,0.47,8.39,0.032,0.328,846.0,8.4,141.0,0.012,,,,,,,,,4.9,,,,,44.7,,43.65143463879,-79.49132860662,,
2123,6008301902,9-8-2000,0.4,8.37,0.012,0.283,801.0,2.5,97.4,0.017,,,,,,,,,3.7,,,,,48.4,,43.65143463879,-79.49132860662,,
2124,6008301902,9-8-2005,0.64,8.4,0.054,0.408,838.0,59.7,149.0,0.024,,,,,,,,,4.6,,,,,39.7,,43.65143463879,-79.49132860662,,
2125,6008301902,9-9-2003,0.4,8.42,0.017,0.384,893.0,3.0,156.0,0.02,,,,,,,,,3.4,947.0,,,,42.6,,43.65143463879,-79.49132860662,,
2126,6008310302,1-19-2009,0.7,8.14,0.05,,1720.0,3.0,373.0,0.024,15.0,8.0,1723.0,340.0,106.0,,,1.12,3.6,,,,,,,43.75823701389,-79.67843885679,,
2127,6008310302,1-19-2010,0.55,8.33,0.025,0.687,1080.0,3.2,163.0,0.009,14.58,7.83,1085.0,290.0,100.7,,,0.678,,1140.0,,,,,,43.75823701389,-79.67843885679,,
2128,6008310302,1-21-2013,0.5,8.18,0.031,2.35,1300.0,4.0,249.0,0.008,18.15,7.9,1348.0,180.0,124.9,,,2.34,,1410.0,,,,,,43.75823701389,-79.67843885679,,
2129,6008310302,1-21-2015,0.23,8.2,0.007,1.05,1640.0,2.1,331.0,0.01,19.96,7.75,1669.0,210.0,138.0,,,1.04,,1770.0,,,,,,43.75823701389,-79.67843885679,,
2130,6008310302,1-21-2016,0.58,8.2,0.023,,1360.0,2.0,251.0,0.011,14.36,8.24,1396.0,150.0,99.6,,,0.97,,,,,,,,43.75823701389,-79.67843885679,,
2131,6008310302,1-22-2014,0.53,8.3,0.037,1.25,1530.0,2.5,313.0,0.011,17.77,7.83,1588.0,480.0,122.7,,,1.24,,1630.0,,,,,,43.75823701389,-79.67843885679,,
2132,6008310302,1-22-2020,0.84,8.1,0.0459,,1360.0,8.0,280.0,0.055,13.66,8.06,1389.0,110.0,93.8,,,2.33,,,,,,,,43.75823701389,-79.67843885679,,
2133,6008310302,1-23-2007,0.24,8.25,0.02,,1940.0,10.0,429.0,0.04,13.0,8.0,1812.0,160.0,100.0,,,1.62,4.3,,,,,,,43.75823701389,-79.67843885679,,
2134,6008310302,1-23-2012,0.82,8.23,0.247,1.29,4500.0,323.0,1330.0,0.052,16.72,8.02,4376.0,285.0,116.0,,,1.24,,4190.0,,,,,,43.75823701389,-79.67843885679,,
2135,6008310302,1-24-2006,1.975,8.29,0.09,,892.0,15.0,122.0,0.024,18.0,7.0,890.0,320.0,126.0,,,2.85,6.1,,,,,,,43.75823701389,-79.67843885679,,
2136,6008310302,1-24-2019,1.47,8.0,0.0952,,3150.0,51.0,983.0,0.022,13.43,6.51,3370.0,300.0,92.8,,,0.84,,,,,,,,43.75823701389,-79.67843885679,,
2137,6008310302,1-25-2011,0.37,8.08,0.022,1.16,1580.0,3.6,293.0,0.011,15.55,8.13,1634.0,420.0,108.0,,,1.15,,1640.0,,,,,,43.75823701389,-79.67843885679,,
2138,6008310302,1-25-2018,1.38,8.1,0.151,,1030.0,19.0,448.0,0.052,14.31,8.38,1076.0,250.0,99.1,,,3.19,,,,,,,,43.75823701389,-79.67843885679,,
2139,6008310302,1-26-2005,,,,,,,,,,,,,,,,,,,,,,,,43.75823701389,-79.67843885679,,
2140,6008310302,1-26-2017,0.8,8.2,0.0618,,1170.0,11.0,225.0,0.015,13.47,8.21,1191.0,280.0,97.5,,,3.87,,,,,,,,43.75823701389,-79.67843885679,,
2141,6008310302,1-27-2004,,,,,,,,,,,,,,,,,,,,,,,,43.75823701389,-79.67843885679,,
2142,6008310302,1-29-2008,0.94,8.23,0.08,,4830.0,59.0,1210.0,0.077,18.0,8.0,4768.0,230.0,124.0,,,2.06,6.7,,,,,,,43.75823701389,-79.67843885679,,
